Startup_ID,Name,Sector,Sub-Sector,City,State,Founded_Year,Founder_Name,Funding_Stage,Investment_Type,Amount_Raised,Investors_Count,Lead_Investor,Co-Investors,Valuation_Post_Funding,Revenue,Profitability,Number_of_Employees,Tech_Stack,Primary_Product,Customer_Base_Size,Growth_Rate,Exit_Status,Acquisition_Details,Funding_Date,Pitch_Deck_Link,Social_Media_Followers,Competitors,Patents,ESG_Score,Diversity_Index,Net_Impact_Score
44a49bca,Startup_1582,AgriTech,Sub_6,Hyderabad,Karnataka,2002,Founder_104,Series C,Grant,4308079,8,Investor_403,Investor_535,12783562,3767157,Yes,365,AR/VR,Product_50,91230,7.43,No,,2020-08-01,http://example.com/pitchdeck/1582,66455,Competitor_55,19,1.33,48.45,8.01
4743aadf,Startup_1583,EdTech,Sub_10,Bangalore,Karnataka,2022,Founder_95,IPO,Equity,3029080,1,Investor_254,Investor_960,68491640,1995210,No,199,AI,Product_27,7467,47.63,Yes,,2019-11-17,http://example.com/pitchdeck/1583,37944,Competitor_81,15,2.6,31.82,9.08
1f1b8cb7,Startup_1584,TravelTech,Sub_5,Bangalore,Telangana,2022,Founder_393,Series C,Grant,7424711,3,Investor_66,Investor_512,19331747,2415665,Yes,251,IoT,Product_42,83933,33.11,No,,2022-09-24,http://example.com/pitchdeck/1584,19716,Competitor_47,10,8.85,67.85,2.91
b83e0e78,Startup_1585,Retail,Sub_8,Bangalore,Tamil Nadu,2023,Founder_245,Series B,Debt,9971248,6,Investor_233,Investor_884,65225644,3767115,Yes,54,Big Data,Product_11,45159,7.28,No,,2018-04-18,http://example.com/pitchdeck/1585,72254,Competitor_86,3,8.82,59.1,1.07
8cd36a07,Startup_1586,FoodTech,Sub_7,Pune,Maharashtra,2019,Founder_886,Seed,Debt,1409598,4,Investor_221,Investor_612,64957585,3161072,Yes,49,Big Data,Product_20,46847,28.66,Yes,,2015-05-12,http://example.com/pitchdeck/1586,67527,Competitor_56,10,9.41,43.17,3.7
c451c310,Startup_1587,Retail,Sub_3,Mumbai,Karnataka,2019,Founder_286,Series B,Debt,600322,6,Investor_113,Investor_507,17649621,3260097,Yes,369,AR/VR,Product_41,28417,43.34,Yes,Acquirer_220,2020-05-02,http://example.com/pitchdeck/1587,24382,Competitor_89,5,9.21,72.28,2.79
96b93c33,Startup_1588,AgriTech,Sub_3,Pune,Karnataka,2002,Founder_859,Seed,Debt,643349,5,Investor_295,Investor_713,31782148,1829859,No,456,IoT,Product_48,65133,48.02,No,Acquirer_921,2017-10-11,http://example.com/pitchdeck/1588,48497,Competitor_21,19,4.77,42.42,8.52
8a3d0395,Startup_1589,TravelTech,Sub_3,Delhi,Karnataka,2016,Founder_740,IPO,Debt,467052,2,Investor_376,Investor_913,34269403,2418861,Yes,272,Blockchain,Product_37,74648,9.04,Yes,,2022-09-22,http://example.com/pitchdeck/1589,62114,Competitor_45,9,3.74,29.2,4.79
1247896d,Startup_1590,FoodTech,Sub_1,Pune,Karnataka,2005,Founder_840,Series B,Convertible Note,5359143,5,Investor_225,Investor_795,42798173,2353850,No,154,AR/VR,Product_4,64446,7.75,Yes,Acquirer_54,2022-07-11,http://example.com/pitchdeck/1590,38864,Competitor_68,9,2.62,65.36,4.19
692906c0,Startup_1591,TravelTech,Sub_5,Hyderabad,Telangana,2013,Founder_704,Series A,Equity,4184390,6,Investor_24,Investor_730,63210717,4885073,Yes,407,Big Data,Product_2,97585,40.34,Yes,,2022-02-23,http://example.com/pitchdeck/1591,39434,Competitor_63,7,5.22,72.47,3.61
1df2c542,Startup_1592,HealthTech,Sub_10,Chennai,Tamil Nadu,2000,Founder_45,Seed,Equity,1893065,6,Investor_73,Investor_833,33525126,4311845,No,417,IoT,Product_35,79375,26.05,Yes,,2018-05-08,http://example.com/pitchdeck/1592,44780,Competitor_65,15,9.85,28.9,4.81
a23a2e36,Startup_1593,FinTech,Sub_9,Hyderabad,Maharashtra,2021,Founder_719,Series B,Convertible Note,4678763,5,Investor_45,Investor_679,36689510,2048464,Yes,172,IoT,Product_31,81015,46.68,Yes,,2016-07-12,http://example.com/pitchdeck/1593,20076,Competitor_92,13,8.39,25.51,6.69
014a0736,Startup_1594,TravelTech,Sub_3,Delhi,Karnataka,2004,Founder_271,Series C,Debt,9417456,8,Investor_124,Investor_821,80265437,1323638,No,358,IoT,Product_21,94174,30.69,No,,2015-01-05,http://example.com/pitchdeck/1594,64729,Competitor_69,14,6.86,62.35,7.91
49e7b8fa,Startup_1595,HealthTech,Sub_5,Pune,Telangana,2011,Founder_651,Series D,Debt,974043,10,Investor_491,Investor_757,73445861,4024867,No,284,Cloud,Product_31,63832,10.16,No,,2021-06-23,http://example.com/pitchdeck/1595,18417,Competitor_48,13,4.21,62.78,2.89
39029fdd,Startup_1596,HealthTech,Sub_5,Chennai,Karnataka,2001,Founder_330,Series B,Convertible Note,9546771,6,Investor_488,Investor_639,88334174,146893,Yes,252,Cloud,Product_30,93136,32.5,No,,2016-12-15,http://example.com/pitchdeck/1596,67026,Competitor_84,18,7.36,46.81,2.75
29a43355,Startup_1597,Retail,Sub_5,Mumbai,Telangana,2013,Founder_699,Seed,Convertible Note,984290,10,Investor_76,Investor_998,14948644,4239239,No,247,AI,Product_11,37306,11.0,No,Acquirer_492,2015-04-06,http://example.com/pitchdeck/1597,90010,Competitor_38,15,7.67,58.54,5.07
d4992afe,Startup_1598,Retail,Sub_7,Chennai,Karnataka,2009,Founder_137,Series D,Grant,7049533,1,Investor_473,Investor_789,11121861,2343052,No,316,Blockchain,Product_11,27676,21.83,No,,2020-01-05,http://example.com/pitchdeck/1598,23040,Competitor_94,18,6.13,38.16,3.37
a9790813,Startup_1599,Retail,Sub_5,Bangalore,Maharashtra,2005,Founder_965,Series D,Convertible Note,6048579,7,Investor_167,Investor_627,35124967,1740797,Yes,479,Blockchain,Product_16,93447,24.83,No,,2021-12-17,http://example.com/pitchdeck/1599,92787,Competitor_30,16,4.34,45.01,3.64
f07325ec,Startup_1600,FinTech,Sub_9,Delhi,Karnataka,2000,Founder_744,Series D,Grant,6903195,9,Investor_66,Investor_781,46834780,2208780,No,491,Blockchain,Product_38,47146,29.24,No,,2021-07-12,http://example.com/pitchdeck/1600,84210,Competitor_36,13,4.24,67.71,8.38
0c20fbe5,Startup_1601,AgriTech,Sub_8,Delhi,Tamil Nadu,2020,Founder_89,Series B,Debt,2757708,3,Investor_452,Investor_759,4405689,4191563,No,361,Cloud,Product_40,81392,33.98,Yes,,2017-11-14,http://example.com/pitchdeck/1601,82323,Competitor_72,7,4.51,74.26,6.74
ca6325a1,Startup_1602,HealthTech,Sub_10,Hyderabad,Maharashtra,2003,Founder_446,Series A,Grant,7444958,3,Investor_25,Investor_718,25697915,414146,Yes,433,AR/VR,Product_10,4447,26.73,Yes,,2021-09-15,http://example.com/pitchdeck/1602,17274,Competitor_88,14,8.96,30.56,9.86
46ea2d1d,Startup_1603,Retail,Sub_1,Mumbai,Karnataka,2012,Founder_524,Series D,Equity,3138325,10,Investor_259,Investor_608,7998418,3339067,No,380,IoT,Product_8,12827,48.54,Yes,,2023-07-27,http://example.com/pitchdeck/1603,14437,Competitor_77,17,1.49,65.71,6.51
afa341fa,Startup_1604,Retail,Sub_7,Hyderabad,Delhi,2009,Founder_210,IPO,Equity,2434582,3,Investor_224,Investor_589,13359148,469021,Yes,481,AR/VR,Product_26,81261,28.11,No,Acquirer_821,2018-05-07,http://example.com/pitchdeck/1604,57840,Competitor_85,15,6.65,72.48,5.18
d315db8d,Startup_1605,EdTech,Sub_6,Mumbai,Telangana,2014,Founder_630,Series D,Convertible Note,7014119,2,Investor_250,Investor_887,95285074,2856464,No,468,Blockchain,Product_18,11448,49.31,No,,2021-02-18,http://example.com/pitchdeck/1605,43149,Competitor_14,19,4.69,20.09,2.74
fe33c56b,Startup_1606,EdTech,Sub_9,Delhi,Telangana,2001,Founder_805,Series D,Convertible Note,8600065,5,Investor_117,Investor_686,77200213,4748932,No,54,Blockchain,Product_47,8049,18.06,Yes,,2017-01-08,http://example.com/pitchdeck/1606,48031,Competitor_78,5,6.15,57.38,7.14
0dc9f755,Startup_1607,AgriTech,Sub_4,Delhi,Tamil Nadu,2007,Founder_886,Series C,Grant,462441,6,Investor_332,Investor_617,12090495,1874783,Yes,155,Big Data,Product_2,40255,18.26,No,Acquirer_480,2017-09-25,http://example.com/pitchdeck/1607,61571,Competitor_56,6,3.93,26.05,4.08
6074efbb,Startup_1608,Retail,Sub_8,Bangalore,Maharashtra,2011,Founder_379,Series B,Equity,391630,6,Investor_256,Investor_799,85126625,2899974,Yes,383,Blockchain,Product_26,67886,13.37,No,Acquirer_851,2023-02-17,http://example.com/pitchdeck/1608,31613,Competitor_79,17,2.18,24.22,9.79
f5ddaff8,Startup_1609,HealthTech,Sub_9,Delhi,Telangana,2018,Founder_605,Series C,Grant,3409167,5,Investor_384,Investor_757,75774885,724615,Yes,138,Cloud,Product_12,67141,38.29,Yes,,2020-10-21,http://example.com/pitchdeck/1609,39082,Competitor_65,6,2.02,36.36,2.83
72b0e088,Startup_1610,EdTech,Sub_6,Delhi,Delhi,2005,Founder_550,Series C,Debt,1424028,1,Investor_26,Investor_731,90642318,254229,Yes,72,AR/VR,Product_19,71946,17.48,Yes,,2023-12-08,http://example.com/pitchdeck/1610,58734,Competitor_59,2,8.64,59.42,8.7
0d94c115,Startup_1611,FoodTech,Sub_7,Chennai,Telangana,2002,Founder_401,Seed,Grant,8290086,2,Investor_430,Investor_545,68237578,3897041,Yes,234,Big Data,Product_27,84745,45.41,No,,2015-09-22,http://example.com/pitchdeck/1611,65203,Competitor_53,3,7.0,47.13,1.11
741bfae6,Startup_1612,Retail,Sub_10,Bangalore,Maharashtra,2004,Founder_210,Series C,Convertible Note,7503052,2,Investor_453,Investor_790,33447675,2817536,No,496,AI,Product_31,89626,36.41,No,Acquirer_228,2023-12-26,http://example.com/pitchdeck/1612,82519,Competitor_77,2,9.69,68.18,3.8
4be0cd2d,Startup_1613,TravelTech,Sub_4,Chennai,Karnataka,2020,Founder_997,Series D,Convertible Note,6136483,4,Investor_233,Investor_505,94036617,4532633,Yes,135,IoT,Product_9,74820,31.32,No,,2019-11-12,http://example.com/pitchdeck/1613,94962,Competitor_41,19,5.41,28.85,6.7
51c027f6,Startup_1614,AgriTech,Sub_8,Chennai,Maharashtra,2012,Founder_481,Seed,Convertible Note,7191351,2,Investor_151,Investor_887,79981255,3306644,No,379,Big Data,Product_27,63942,36.39,No,,2020-09-23,http://example.com/pitchdeck/1614,82374,Competitor_40,15,3.49,25.14,3.77
26d7859c,Startup_1615,Retail,Sub_1,Pune,Tamil Nadu,2020,Founder_452,Series C,Grant,5728182,5,Investor_318,Investor_521,19108514,4389268,Yes,80,Blockchain,Product_2,41069,37.83,No,,2018-04-06,http://example.com/pitchdeck/1615,47987,Competitor_75,15,6.99,34.02,2.7
c154ccec,Startup_1616,FinTech,Sub_5,Pune,Tamil Nadu,2012,Founder_97,Series D,Equity,2007381,7,Investor_15,Investor_604,80629244,3082654,No,193,IoT,Product_49,32578,38.11,Yes,,2018-11-10,http://example.com/pitchdeck/1616,51798,Competitor_32,18,4.69,61.79,8.24
e6985ebf,Startup_1617,FoodTech,Sub_3,Chennai,Maharashtra,2021,Founder_575,IPO,Convertible Note,1190985,7,Investor_414,Investor_706,14199960,756454,Yes,224,AI,Product_35,72546,47.71,No,,2018-07-23,http://example.com/pitchdeck/1617,92244,Competitor_81,4,6.44,64.86,5.77
56e617d1,Startup_1618,TravelTech,Sub_6,Hyderabad,Telangana,2006,Founder_491,Series A,Grant,7421295,10,Investor_120,Investor_728,22162665,1094598,Yes,279,Big Data,Product_37,23142,43.11,No,,2019-02-14,http://example.com/pitchdeck/1618,94847,Competitor_64,17,7.84,26.6,1.69
45ab1382,Startup_1619,Retail,Sub_9,Delhi,Maharashtra,2008,Founder_553,Series A,Grant,2638745,4,Investor_2,Investor_677,51018407,3939633,No,455,Big Data,Product_47,84286,17.01,Yes,,2015-01-14,http://example.com/pitchdeck/1619,87294,Competitor_37,0,6.87,68.28,6.15
4524b5fb,Startup_1620,TravelTech,Sub_6,Mumbai,Delhi,2006,Founder_274,Series A,Equity,119687,5,Investor_132,Investor_835,80356474,326847,No,208,IoT,Product_46,73658,25.44,No,,2015-09-08,http://example.com/pitchdeck/1620,21575,Competitor_92,12,9.77,29.87,6.37
a09006ff,Startup_1621,TravelTech,Sub_5,Hyderabad,Telangana,2000,Founder_903,Series B,Debt,1719050,4,Investor_439,Investor_968,91051874,1105471,Yes,373,Big Data,Product_16,82144,27.08,No,,2018-09-04,http://example.com/pitchdeck/1621,78150,Competitor_74,18,1.46,43.18,4.97
7681810f,Startup_1622,AgriTech,Sub_1,Pune,Karnataka,2015,Founder_711,IPO,Convertible Note,8552535,3,Investor_174,Investor_724,19157830,1225799,Yes,252,Big Data,Product_33,40516,43.56,Yes,,2016-07-17,http://example.com/pitchdeck/1622,12378,Competitor_93,19,4.38,47.71,7.84
bae8d302,Startup_1623,FinTech,Sub_9,Pune,Maharashtra,2013,Founder_950,Series B,Equity,1330137,3,Investor_365,Investor_982,31099231,2931230,No,353,AR/VR,Product_6,55088,24.44,No,,2023-11-14,http://example.com/pitchdeck/1623,30944,Competitor_48,12,2.51,75.39,8.31
bbd7d2c7,Startup_1624,Retail,Sub_6,Delhi,Karnataka,2001,Founder_825,Series B,Convertible Note,4371419,9,Investor_83,Investor_533,92755797,2835952,Yes,228,AI,Product_31,8747,8.5,No,Acquirer_9,2018-09-07,http://example.com/pitchdeck/1624,17788,Competitor_39,20,5.99,42.79,7.99
e374f10d,Startup_1625,TravelTech,Sub_7,Pune,Karnataka,2014,Founder_675,Series D,Grant,9474462,6,Investor_160,Investor_885,77899166,3602513,No,440,AR/VR,Product_47,19101,26.08,No,,2017-07-21,http://example.com/pitchdeck/1625,53477,Competitor_75,2,7.93,69.16,4.71
8cf9e435,Startup_1626,FoodTech,Sub_7,Bangalore,Telangana,2011,Founder_350,IPO,Convertible Note,7780625,5,Investor_176,Investor_828,82986070,4515071,No,218,AI,Product_24,50409,38.13,No,,2015-11-06,http://example.com/pitchdeck/1626,12266,Competitor_8,5,7.15,24.59,4.68
4af9d0a0,Startup_1627,HealthTech,Sub_8,Mumbai,Delhi,2004,Founder_855,Series D,Equity,3083799,8,Investor_243,Investor_542,20490322,4805854,No,278,AI,Product_3,26560,42.72,No,,2020-10-02,http://example.com/pitchdeck/1627,39534,Competitor_45,8,2.45,30.49,6.67
c9009d31,Startup_1628,EdTech,Sub_7,Hyderabad,Telangana,2015,Founder_490,Series C,Convertible Note,4058224,1,Investor_477,Investor_803,44272355,561335,No,357,Big Data,Product_18,41281,37.88,No,Acquirer_780,2016-07-19,http://example.com/pitchdeck/1628,19790,Competitor_53,19,8.93,37.51,9.64
13e52c47,Startup_1629,TravelTech,Sub_2,Hyderabad,Maharashtra,2005,Founder_988,Series A,Grant,8591820,2,Investor_54,Investor_509,12373202,1663783,No,480,IoT,Product_50,13592,42.77,No,,2015-10-14,http://example.com/pitchdeck/1629,33080,Competitor_45,17,2.35,70.25,4.69
c1624f94,Startup_1630,TravelTech,Sub_4,Mumbai,Maharashtra,2017,Founder_334,Series B,Grant,569963,7,Investor_382,Investor_544,25660527,4590129,No,471,Blockchain,Product_37,51387,48.32,No,Acquirer_805,2016-07-28,http://example.com/pitchdeck/1630,21988,Competitor_92,3,9.85,64.45,9.67
595426cc,Startup_1631,EdTech,Sub_2,Mumbai,Telangana,2021,Founder_286,Series D,Grant,8045563,6,Investor_285,Investor_540,53384225,4723071,No,236,AR/VR,Product_18,14255,14.77,No,Acquirer_803,2018-11-23,http://example.com/pitchdeck/1631,3550,Competitor_35,0,5.32,77.79,8.49
c49ed12d,Startup_1632,AgriTech,Sub_6,Chennai,Delhi,2015,Founder_69,IPO,Grant,1243234,1,Investor_216,Investor_598,2314393,4901793,No,138,AI,Product_20,91201,40.04,Yes,,2017-02-05,http://example.com/pitchdeck/1632,73295,Competitor_36,0,4.83,25.33,1.97
e41c93f4,Startup_1633,EdTech,Sub_8,Delhi,Delhi,2009,Founder_716,IPO,Convertible Note,9433011,6,Investor_63,Investor_515,1061832,2702238,No,263,AI,Product_41,88667,10.41,No,,2021-03-12,http://example.com/pitchdeck/1633,4645,Competitor_78,17,2.32,20.96,7.75
4ed84dc9,Startup_1634,EdTech,Sub_2,Hyderabad,Telangana,2005,Founder_34,Seed,Grant,2101706,4,Investor_303,Investor_503,1666305,2863824,No,462,Big Data,Product_1,81453,19.27,No,,2016-06-22,http://example.com/pitchdeck/1634,26863,Competitor_6,0,9.76,23.22,2.45
c22a54c7,Startup_1635,HealthTech,Sub_10,Bangalore,Tamil Nadu,2021,Founder_471,Series C,Convertible Note,2656276,10,Investor_225,Investor_709,40725108,283146,Yes,335,Cloud,Product_10,25021,36.59,No,,2021-07-17,http://example.com/pitchdeck/1635,35796,Competitor_88,8,2.26,61.27,4.35
9ef6d83a,Startup_1636,FinTech,Sub_10,Mumbai,Telangana,2017,Founder_613,Series C,Convertible Note,9294389,10,Investor_429,Investor_652,52726791,3857517,No,383,Big Data,Product_1,94217,7.53,Yes,Acquirer_795,2020-10-16,http://example.com/pitchdeck/1636,84753,Competitor_37,15,3.23,72.56,6.97
b7567c2a,Startup_1637,EdTech,Sub_3,Chennai,Karnataka,2007,Founder_347,Series D,Debt,812911,2,Investor_496,Investor_892,20094736,783122,No,252,Blockchain,Product_13,55894,12.31,No,,2023-03-06,http://example.com/pitchdeck/1637,91004,Competitor_13,18,1.11,75.03,4.52
9b0a0ca4,Startup_1638,FoodTech,Sub_1,Pune,Telangana,2015,Founder_28,Series B,Equity,2216134,7,Investor_395,Investor_539,31041335,4468876,No,152,IoT,Product_37,7031,40.22,Yes,,2022-02-13,http://example.com/pitchdeck/1638,98167,Competitor_49,5,7.98,70.23,3.74
0d2ce4d5,Startup_1639,HealthTech,Sub_9,Mumbai,Tamil Nadu,2023,Founder_927,Series C,Equity,8659217,7,Investor_319,Investor_805,32229284,3226093,Yes,466,Cloud,Product_30,16009,41.24,Yes,Acquirer_162,2020-12-04,http://example.com/pitchdeck/1639,31715,Competitor_72,14,5.48,23.23,9.7
31df48a2,Startup_1640,FinTech,Sub_3,Mumbai,Tamil Nadu,2006,Founder_410,Series C,Equity,4590112,8,Investor_488,Investor_639,14058764,2457188,No,38,Blockchain,Product_2,96343,16.75,Yes,,2017-07-16,http://example.com/pitchdeck/1640,66854,Competitor_29,3,1.86,64.39,4.15
132a0046,Startup_1641,AgriTech,Sub_9,Hyderabad,Tamil Nadu,2018,Founder_743,Series A,Debt,8977950,2,Investor_200,Investor_912,23073373,4632884,Yes,432,Blockchain,Product_8,47308,18.77,No,,2019-04-06,http://example.com/pitchdeck/1641,84109,Competitor_40,7,6.79,67.21,9.48
2142fc75,Startup_1642,HealthTech,Sub_3,Hyderabad,Maharashtra,2022,Founder_226,Series B,Debt,3130493,8,Investor_71,Investor_947,94553137,953435,No,212,Big Data,Product_18,13077,42.09,No,,2019-12-02,http://example.com/pitchdeck/1642,63169,Competitor_9,11,6.72,66.54,1.33
d1754a64,Startup_1643,AgriTech,Sub_1,Pune,Maharashtra,2018,Founder_570,Series C,Debt,3263401,7,Investor_49,Investor_526,10180177,1605137,No,487,AI,Product_28,41431,21.15,No,,2019-06-22,http://example.com/pitchdeck/1643,80503,Competitor_48,14,4.92,56.19,6.54
e000d0f5,Startup_1644,HealthTech,Sub_8,Hyderabad,Telangana,2005,Founder_231,Seed,Debt,3466126,7,Investor_297,Investor_558,78703294,1354512,Yes,365,Blockchain,Product_48,24341,45.02,No,,2019-07-16,http://example.com/pitchdeck/1644,5649,Competitor_37,11,8.69,56.08,2.54
ac64c771,Startup_1645,FoodTech,Sub_1,Mumbai,Telangana,2011,Founder_883,Series A,Convertible Note,7125693,2,Investor_217,Investor_983,83813317,3371335,Yes,95,Blockchain,Product_12,85992,10.56,No,,2023-08-19,http://example.com/pitchdeck/1645,36347,Competitor_84,4,2.16,57.16,4.43
4aaa83d2,Startup_1646,TravelTech,Sub_3,Bangalore,Tamil Nadu,2019,Founder_800,Series D,Grant,6333192,8,Investor_226,Investor_545,17984513,2944591,No,365,Big Data,Product_7,33347,8.08,Yes,,2017-11-16,http://example.com/pitchdeck/1646,99864,Competitor_46,6,4.53,42.22,1.87
9fa9501f,Startup_1647,Retail,Sub_6,Chennai,Karnataka,2018,Founder_113,Series D,Equity,4271023,9,Investor_142,Investor_800,18912374,2366624,No,102,Blockchain,Product_15,87062,29.37,Yes,,2021-04-27,http://example.com/pitchdeck/1647,52257,Competitor_3,7,7.59,26.14,1.22
3353a731,Startup_1648,HealthTech,Sub_3,Hyderabad,Tamil Nadu,2023,Founder_990,Seed,Grant,1717955,10,Investor_315,Investor_700,55897520,3329075,Yes,277,Big Data,Product_41,7792,18.25,Yes,,2018-06-19,http://example.com/pitchdeck/1648,86361,Competitor_90,7,5.01,45.42,2.73
8a14d486,Startup_1649,HealthTech,Sub_6,Bangalore,Tamil Nadu,2003,Founder_608,Seed,Equity,7621017,6,Investor_491,Investor_860,3635155,3128497,No,418,Big Data,Product_34,7810,14.31,Yes,Acquirer_952,2020-08-27,http://example.com/pitchdeck/1649,55611,Competitor_63,17,8.65,31.16,5.32
1bcf37f5,Startup_1650,EdTech,Sub_6,Pune,Karnataka,2010,Founder_576,Series C,Equity,3727730,6,Investor_319,Investor_804,3529930,3024868,Yes,114,Blockchain,Product_14,43004,23.0,No,,2020-11-26,http://example.com/pitchdeck/1650,42041,Competitor_41,6,8.7,45.09,2.19
241f9b63,Startup_1651,Retail,Sub_2,Pune,Delhi,2000,Founder_998,Series B,Equity,4338075,9,Investor_466,Investor_593,81211116,3467084,No,128,Blockchain,Product_7,46835,13.68,Yes,,2015-04-04,http://example.com/pitchdeck/1651,38734,Competitor_84,17,2.32,60.45,3.55
20daea94,Startup_1652,AgriTech,Sub_10,Hyderabad,Delhi,2014,Founder_864,Seed,Grant,7865514,1,Investor_61,Investor_685,71314116,4262237,No,418,Big Data,Product_2,81312,44.17,Yes,,2021-03-24,http://example.com/pitchdeck/1652,89358,Competitor_20,10,8.1,55.8,1.78
83948d32,Startup_1653,TravelTech,Sub_1,Hyderabad,Karnataka,2011,Founder_988,Series A,Debt,3135913,8,Investor_179,Investor_897,15651562,3380130,Yes,21,Big Data,Product_23,9454,38.0,Yes,,2017-06-07,http://example.com/pitchdeck/1653,15568,Competitor_34,2,5.6,44.22,4.67
6dbf291c,Startup_1654,TravelTech,Sub_1,Chennai,Telangana,2020,Founder_830,Series D,Debt,4395627,3,Investor_126,Investor_542,35640940,2846126,Yes,237,Cloud,Product_28,10761,16.0,No,Acquirer_878,2015-11-03,http://example.com/pitchdeck/1654,24597,Competitor_93,7,8.13,47.87,4.75
e3a08008,Startup_1655,AgriTech,Sub_2,Hyderabad,Karnataka,2000,Founder_472,IPO,Convertible Note,4228983,3,Investor_455,Investor_615,31488085,3461574,No,56,AI,Product_39,90880,39.64,No,,2018-02-28,http://example.com/pitchdeck/1655,61886,Competitor_86,9,2.89,60.7,6.48
0960e2e9,Startup_1656,HealthTech,Sub_3,Pune,Tamil Nadu,2015,Founder_70,Seed,Grant,5646084,1,Investor_67,Investor_915,10232642,597250,Yes,192,Big Data,Product_41,23988,12.74,Yes,,2019-06-15,http://example.com/pitchdeck/1656,3134,Competitor_59,1,5.11,28.09,5.97
c8df79ec,Startup_1657,HealthTech,Sub_6,Mumbai,Karnataka,2009,Founder_996,Series D,Grant,6018506,10,Investor_99,Investor_895,80767137,3877285,Yes,299,Blockchain,Product_33,33863,42.52,No,,2015-09-16,http://example.com/pitchdeck/1657,65041,Competitor_37,20,5.72,71.75,4.11
ff644b69,Startup_1658,EdTech,Sub_9,Hyderabad,Maharashtra,2020,Founder_322,Seed,Grant,3198647,2,Investor_423,Investor_557,40323166,2341461,Yes,273,Blockchain,Product_37,58353,9.01,No,,2023-10-11,http://example.com/pitchdeck/1658,89533,Competitor_89,18,2.24,30.82,1.19
cfdb046d,Startup_1659,TravelTech,Sub_7,Mumbai,Karnataka,2012,Founder_816,Seed,Convertible Note,3189046,4,Investor_385,Investor_703,62828847,4959460,Yes,307,Cloud,Product_39,63911,9.36,No,,2020-03-22,http://example.com/pitchdeck/1659,15852,Competitor_75,20,7.45,23.78,9.32
0296c2c7,Startup_1660,Retail,Sub_6,Bangalore,Delhi,2002,Founder_468,Series A,Grant,3567725,7,Investor_86,Investor_563,78398510,268518,No,128,Cloud,Product_37,61017,34.16,Yes,,2019-11-02,http://example.com/pitchdeck/1660,2415,Competitor_26,12,7.24,23.46,3.74
4a25fc74,Startup_1661,EdTech,Sub_5,Chennai,Karnataka,2009,Founder_873,Series A,Grant,1570365,2,Investor_3,Investor_794,36621618,2465785,Yes,387,AI,Product_31,72901,13.75,No,Acquirer_512,2015-01-08,http://example.com/pitchdeck/1661,75918,Competitor_19,3,9.6,62.55,4.72
fbd79b01,Startup_1662,Retail,Sub_9,Mumbai,Tamil Nadu,2015,Founder_112,Seed,Debt,9383397,8,Investor_357,Investor_954,40387183,1870248,No,484,Cloud,Product_24,89515,37.67,Yes,,2019-06-02,http://example.com/pitchdeck/1662,29171,Competitor_74,5,5.86,38.52,7.51
a36cf945,Startup_1663,Retail,Sub_6,Delhi,Maharashtra,2012,Founder_626,Seed,Grant,4060160,10,Investor_170,Investor_887,11762729,3890938,No,114,Big Data,Product_35,98469,10.57,No,,2015-07-23,http://example.com/pitchdeck/1663,86859,Competitor_12,13,2.23,33.19,9.21
1911c812,Startup_1664,HealthTech,Sub_9,Pune,Maharashtra,2016,Founder_153,Series A,Debt,4633173,10,Investor_434,Investor_532,21032114,4168722,Yes,185,Blockchain,Product_23,7848,47.3,No,,2016-09-12,http://example.com/pitchdeck/1664,22845,Competitor_98,0,9.18,36.49,9.34
1bb42352,Startup_1665,FoodTech,Sub_3,Hyderabad,Delhi,2016,Founder_955,Series C,Debt,1236126,1,Investor_369,Investor_712,80946365,753944,Yes,308,Big Data,Product_12,18730,13.93,Yes,,2019-08-18,http://example.com/pitchdeck/1665,96922,Competitor_100,11,1.27,69.6,3.16
491724dd,Startup_1666,TravelTech,Sub_5,Hyderabad,Karnataka,2017,Founder_239,Series C,Convertible Note,7858763,2,Investor_237,Investor_720,72187076,3082912,No,442,AI,Product_22,74190,11.97,No,,2018-09-26,http://example.com/pitchdeck/1666,53506,Competitor_76,12,8.16,38.69,5.91
a67f06fd,Startup_1667,Retail,Sub_7,Pune,Delhi,2008,Founder_727,Series D,Debt,1736442,2,Investor_276,Investor_783,2143772,2219481,No,135,AR/VR,Product_29,61278,41.2,Yes,,2017-05-11,http://example.com/pitchdeck/1667,82032,Competitor_26,1,9.75,20.97,7.34
52455b39,Startup_1668,Retail,Sub_7,Pune,Karnataka,2020,Founder_847,Seed,Equity,8486184,3,Investor_179,Investor_721,59527792,149717,Yes,231,AR/VR,Product_28,58773,28.99,No,,2016-08-17,http://example.com/pitchdeck/1668,71720,Competitor_39,3,7.41,75.84,3.13
13ae670f,Startup_1669,FinTech,Sub_7,Mumbai,Delhi,2004,Founder_15,IPO,Debt,1005434,7,Investor_148,Investor_908,22374589,3397139,No,453,AI,Product_45,79790,25.57,Yes,Acquirer_8,2020-01-21,http://example.com/pitchdeck/1669,94690,Competitor_35,10,5.39,69.79,8.74
b575e44e,Startup_1670,Retail,Sub_2,Delhi,Telangana,2000,Founder_2,IPO,Equity,7114348,8,Investor_495,Investor_549,17357843,138131,Yes,299,AI,Product_4,86554,42.44,Yes,,2020-01-07,http://example.com/pitchdeck/1670,56465,Competitor_39,16,6.63,42.48,5.87
